transaction_id,customer_id,product_id,quantity,amount,transaction_date
TXN-000035,CUST-00006,PROD-013,1,2500.0,2025-09-07
TXN-000036,CUST-00006,PROD-004,5,22800.0,2025-12-05
TXN-000037,CUST-00006,PROD-017,1,8000.0,2026-02-05
TXN-000038,CUST-00006,PROD-017,1,8000.0,2026-02-18
TXN-000039,CUST-00006,PROD-015,2,9000.0,2026-02-24
TXN-000040,CUST-00006,PROD-016,5,16625.0,2026-05-29
TXN-000041,CUST-00006,PROD-003,1,1200.0,2026-07-17
TXN-000042,CUST-00006,PROD-003,1,1200.0,2026-08-03
TXN-000043,CUST-00007,PROD-001,1,49.0,2023-11-05
TXN-000044,CUST-00007,PROD-006,2,598.0,2023-11-29
TXN-000045,CUST-00007,PROD-003,3,3420.0,2024-04-27
TXN-000046,CUST-00007,PROD-017,5,38000.0,2024-04-30
TXN-000047,CUST-00007,PROD-016,1,3500.0,2024-05-01
TXN-000048,CUST-00007,PROD-015,1,4500.0,2024-06-15
TXN-000049,CUST-00007,PROD-009,1,250.0,2024-07-01
TXN-000050,CUST-00007,PROD-005,2,25000.0,2024-07-06
TXN-000051,CUST-00007,PROD-014,2,12000.0,2024-08-09
TXN-000052,CUST-00007,PROD-014,2,12000.0,2024-09-16
TXN-000053,CUST-00007,PROD-029,2,3200.0,2025-05-04
TXN-000054,CUST-00007,PROD-010,1,199.0,2025-06-22
TXN-000055,CUST-00007,PROD-014,1,6000.0,2025-10-12
TXN-000056,CUST-00007,PROD-013,1,2500.0,2025-10-17
TXN-000057,CUST-00007,PROD-029,1,1600.0,2025-12-24
TXN-000058,CUST-00008,PROD-028,1,1100.0,2025-02-08
TXN-000059,CUST-00009,PROD-006,1,299.0,2026-07-01
TXN-000060,CUST-00009,PROD-020,1,650.0,2026-07-20
TXN-000061,CUST-00010,PROD-003,2,2400.0,2025-09-29
TXN-000062,CUST-00010,PROD-019,1,950.0,2025-10-03
TXN-000063,CUST-00010,PROD-012,1,180.0,2025-11-17
TXN-000064,CUST-00010,PROD-028,3,3135.0,2025-12-12
TXN-000065,CUST-00011,PROD-014,1,6000.0,2024-11-05
TXN-000066,CUST-00011,PROD-016,1,3500.0,2024-11-07
TXN-000067,CUST-00011,PROD-004,2,9600.0,2024-12-18
TXN-000068,CUST-00011,PROD-004,2,9600.0,2025-02-17
TXN-000069,CUST-00011,PROD-023,1,300.0,2025-03-04
TXN-000070,CUST-00011,PROD-002,3,424.65,2025-03-28
TXN-000071,CUST-00011,PROD-023,2,600.0,2025-05-31
TXN-000072,CUST-00011,PROD-003,1,1200.0,2025-06-02
TXN-000073,CUST-00011,PROD-005,5,59375.0,2025-06-06
TXN-000074,CUST-00011,PROD-017,1,8000.0,2025-08-27
TXN-000075,CUST-00011,PROD-007,1,399.0,2025-09-19
TXN-000076,CUST-00011,PROD-008,1,350.0,2025-10-09
TXN-000077,CUST-00011,PROD-003,1,1200.0,2025-10-30
TXN-000078,CUST-00011,PROD-014,2,12000.0,2026-01-31
TXN-000079,CUST-00011,PROD-002,1,149.0,2026-02-10
TXN-000080,CUST-00011,PROD-003,5,5700.0,2026-03-15
TXN-000081,CUST-00011,PROD-013,1,2500.0,2026-05-29
TXN-000082,CUST-00011,PROD-029,1,1600.0,2026-06-29
TXN-000083,CUST-00012,PROD-001,1,49.0,2025-03-01
TXN-000084,CUST-00013,PROD-009,1,250.0,2025-05-06
TXN-000085,CUST-00013,PROD-012,2,360.0,2025-05-11
TXN-000086,CUST-00013,PROD-006,1,299.0,2025-05-16
TXN-000087,CUST-00013,PROD-008,1,350.0,2025-06-14
TXN-000088,CUST-00014,PROD-009,1,250.0,2026-03-26
TXN-000089,CUST-00014,PROD-008,1,350.0,2026-03-28
TXN-000090,CUST-00014,PROD-006,1,299.0,2026-04-26
TXN-000091,CUST-00014,PROD-021,1,1800.0,2026-06-18
TXN-000092,CUST-00015,PROD-003,1,1200.0,2022-12-26
TXN-000093,CUST-00015,PROD-003,2,2400.0,2023-03-11
TXN-000094,CUST-00015,PROD-020,1,650.0,2023-08-19
TXN-000095,CUST-00015,PROD-013,1,2500.0,2023-10-12
TXN-000096,CUST-00015,PROD-008,1,350.0,2025-09-15
TXN-000097,CUST-00015,PROD-011,1,450.0,2025-12-04
TXN-000098,CUST-00015,PROD-003,1,1200.0,2025-12-17
TXN-000099,CUST-00015,PROD-010,1,199.0,2026-02-21
TXN-000100,CUST-00015,PROD-007,2,798.0,2026-03-13
TXN-000101,CUST-00015,PROD-015,2,9000.0,2026-05-09
TXN-000102,CUST-00016,PROD-005,1,12500.0,2024-11-04
TXN-000103,CUST-00016,PROD-023,2,600.0,2024-11-17
TXN-000104,CUST-00016,PROD-016,2,7000.0,2025-06-05
TXN-000105,CUST-00016,PROD-005,1,12500.0,2025-10-05
TXN-000106,CUST-00016,PROD-020,2,1300.0,2025-11-13
TXN-000107,CUST-00016,PROD-005,1,12500.0,2025-12-16
TXN-000108,CUST-00016,PROD-003,1,1200.0,2026-07-01
TXN-000109,CUST-00017,PROD-008,1,350.0,2024-06-09
TXN-000110,CUST-00017,PROD-003,1,1200.0,2025-07-14
TXN-000111,CUST-00017,PROD-010,2,398.0,2026-01-18
TXN-000112,CUST-00018,PROD-006,1,299.0,2026-01-24
TXN-000113,CUST-00018,PROD-006,2,598.0,2026-01-28
TXN-000114,CUST-00018,PROD-022,2,2400.0,2026-04-28
TXN-000115,CUST-00019,PROD-023,1,300.0,2025-07-02
TXN-000116,CUST-00019,PROD-020,1,650.0,2025-12-06
TXN-000117,CUST-00019,PROD-012,3,513.0,2026-01-19
TXN-000118,CUST-00020,PROD-008,2,700.0,2025-05-13
TXN-000119,CUST-00020,PROD-029,1,1600.0,2025-09-21
TXN-000120,CUST-00020,PROD-009,1,250.0,2026-02-06
TXN-000121,CUST-00020,PROD-008,3,997.5,2026-04-08
TXN-000122,CUST-00021,PROD-021,1,1800.0,2026-03-31
TXN-000123,CUST-00021,PROD-028,2,2200.0,2026-04-15
TXN-000124,CUST-00021,PROD-001,1,49.0,2026-04-21
TXN-000125,CUST-00021,PROD-006,1,299.0,2026-06-09
TXN-000126,CUST-00022,PROD-004,5,22800.0,2024-01-18
TXN-000127,CUST-00022,PROD-021,2,3600.0,2024-05-25
TXN-000128,CUST-00022,PROD-017,5,38000.0,2024-12-12
TXN-000129,CUST-00022,PROD-018,1,5000.0,2025-01-30
TXN-000130,CUST-00022,PROD-006,1,299.0,2025-03-18
TXN-000131,CUST-00022,PROD-004,1,4800.0,2025-04-24
TXN-000132,CUST-00022,PROD-022,1,1200.0,2025-10-23
TXN-000133,CUST-00022,PROD-017,10,76000.0,2026-06-27
TXN-000134,CUST-00023,PROD-022,1,1200.0,2024-11-25
TXN-000135,CUST-00023,PROD-007,1,399.0,2025-01-07
TXN-000136,CUST-00023,PROD-001,2,98.0,2025-01-26
TXN-000137,CUST-00023,PROD-008,3,997.5,2025-08-30
TXN-000138,CUST-00023,PROD-019,1,950.0,2025-10-30
TXN-000139,CUST-00023,PROD-006,2,598.0,2025-11-30
TXN-000140,CUST-00023,PROD-019,2,1900.0,2026-02-12
TXN-000141,CUST-00024,PROD-009,1,250.0,2025-07-26
TXN-000142,CUST-00024,PROD-029,1,1600.0,2025-10-13
TXN-000143,CUST-00024,PROD-021,1,1800.0,2025-12-30
TXN-000144,CUST-00024,PROD-011,1,450.0,2026-04-07
TXN-000145,CUST-00025,PROD-008,1,350.0,2024-12-18
TXN-000146,CUST-00025,PROD-022,1,1200.0,2025-06-09
TXN-000147,CUST-00025,PROD-023,1,300.0,2025-08-07
TXN-000148,CUST-00026,PROD-010,2,398.0,2024-05-29
TXN-000149,CUST-00026,PROD-001,1,49.0,2025-05-06
TXN-000150,CUST-00026,PROD-008,2,700.0,2025-09-06
TXN-000151,CUST-00027,PROD-008,1,350.0,2024-02-13
TXN-000152,CUST-00027,PROD-003,2,2400.0,2024-04-14
TXN-000153,CUST-00027,PROD-014,10,57000.0,2024-09-11
TXN-000154,CUST-00027,PROD-004,2,9600.0,2024-09-17
TXN-000155,CUST-00027,PROD-028,1,1100.0,2024-12-26
TXN-000156,CUST-00027,PROD-015,1,4500.0,2025-02-17
TXN-000157,CUST-00027,PROD-009,1,250.0,2025-05-10
TXN-000158,CUST-00027,PROD-001,1,49.0,2025-05-20
TXN-000159,CUST-00027,PROD-014,1,6000.0,2025-11-25
TXN-000160,CUST-00027,PROD-001,1,49.0,2026-01-30
TXN-000161,CUST-00027,PROD-020,1,650.0,2026-02-03
TXN-000162,CUST-00027,PROD-013,1,2500.0,2026-04-18
TXN-000163,CUST-00028,PROD-003,1,1200.0,2026-01-28
TXN-000164,CUST-00028,PROD-029,3,4560.0,2026-02-14
TXN-000165,CUST-00028,PROD-011,1,450.0,2026-06-12
TXN-000166,CUST-00029,PROD-003,2,2400.0,2025-07-08
TXN-000167,CUST-00029,PROD-002,1,149.0,2025-10-11
TXN-000168,CUST-00029,PROD-019,1,950.0,2025-11-03
TXN-000169,CUST-00029,PROD-001,1,49.0,2026-03-16
TXN-000170,CUST-00030,PROD-023,2,600.0,2023-10-02
TXN-000171,CUST-00030,PROD-015,1,4500.0,2023-11-06
TXN-000172,CUST-00030,PROD-015,2,9000.0,2024-06-03
TXN-000173,CUST-00030,PROD-003,5,5700.0,2024-12-26
TXN-000174,CUST-00030,PROD-018,1,5000.0,2025-03-03
TXN-000175,CUST-00030,PROD-011,3,1282.5,2025-03-07
TXN-000176,CUST-00030,PROD-018,1,5000.0,2025-10-22
TXN-000177,CUST-00030,PROD-015,5,21375.0,2026-01-15
TXN-000178,CUST-00030,PROD-005,1,12500.0,2026-04-08
TXN-000179,CUST-00030,PROD-018,2,10000.0,2026-04-26
TXN-000180,CUST-00030,PROD-014,10,57000.0,2026-05-03
TXN-000181,CUST-00031,PROD-022,1,1200.0,2025-08-12
TXN-000182,CUST-00031,PROD-028,3,3135.0,2025-11-29
TXN-000183,CUST-00031,PROD-023,1,300.0,2026-05-03
TXN-000184,CUST-00031,PROD-002,1,149.0,2026-06-10
TXN-000185,CUST-00032,PROD-013,2,5000.0,2024-06-30
TXN-000186,CUST-00032,PROD-017,1,8000.0,2025-01-22
TXN-000187,CUST-00032,PROD-018,5,23750.0,2025-03-10
TXN-000188,CUST-00032,PROD-014,2,12000.0,2025-04-21
TXN-000189,CUST-00032,PROD-016,1,3500.0,2025-06-06
TXN-000190,CUST-00032,PROD-017,1,8000.0,2025-11-14
TXN-000191,CUST-00032,PROD-017,10,76000.0,2026-02-01
TXN-000192,CUST-00032,PROD-003,1,1200.0,2026-02-17
TXN-000193,CUST-00032,PROD-001,1,49.0,2026-04-02
TXN-000194,CUST-00032,PROD-018,2,10000.0,2026-06-03
TXN-000195,CUST-00032,PROD-013,1,2500.0,2026-06-30
TXN-000196,CUST-00033,PROD-003,1,1200.0,2023-06-21
TXN-000197,CUST-00033,PROD-017,5,38000.0,2023-07-21
TXN-000198,CUST-00033,PROD-021,1,1800.0,2023-11-11
TXN-000199,CUST-00033,PROD-014,1,6000.0,2023-12-23
TXN-000200,CUST-00033,PROD-012,1,180.0,2024-02-08
TXN-000201,CUST-00033,PROD-003,2,2400.0,2024-02-14
TXN-000202,CUST-00033,PROD-015,2,9000.0,2024-04-18
TXN-000203,CUST-00033,PROD-029,1,1600.0,2024-04-25
TXN-000204,CUST-00033,PROD-013,1,2500.0,2024-06-09
TXN-000205,CUST-00033,PROD-019,1,950.0,2025-03-04
TXN-000206,CUST-00033,PROD-015,5,21375.0,2025-03-29
TXN-000207,CUST-00033,PROD-003,10,11400.0,2025-07-24
TXN-000208,CUST-00033,PROD-003,3,3420.0,2025-11-11
TXN-000209,CUST-00033,PROD-017,1,8000.0,2026-05-22
TXN-000210,CUST-00034,PROD-008,1,350.0,2025-01-21
TXN-000211,CUST-00035,PROD-023,1,300.0,2025-11-03
TXN-000212,CUST-00036,PROD-008,1,350.0,2023-12-26
TXN-000213,CUST-00036,PROD-023,2,600.0,2024-08-30
TXN-000214,CUST-00036,PROD-023,2,600.0,2024-10-27
TXN-000215,CUST-00037,PROD-010,2,398.0,2024-10-01
TXN-000216,CUST-00037,PROD-007,1,399.0,2025-01-29
TXN-000217,CUST-00037,PROD-008,1,350.0,2025-05-17
TXN-000218,CUST-00037,PROD-001,1,49.0,2025-06-05
TXN-000219,CUST-00037,PROD-006,1,299.0,2025-06-11
TXN-000220,CUST-00037,PROD-010,1,199.0,2026-02-23
TXN-000221,CUST-00037,PROD-007,1,399.0,2026-05-02
TXN-000222,CUST-00038,PROD-003,1,1200.0,2025-04-17
TXN-000223,CUST-00038,PROD-020,1,650.0,2025-05-28
TXN-000224,CUST-00038,PROD-004,1,4800.0,2025-06-14
TXN-000225,CUST-00038,PROD-004,1,4800.0,2025-08-27
TXN-000226,CUST-00038,PROD-008,1,350.0,2025-11-12
TXN-000227,CUST-00038,PROD-003,1,1200.0,2026-04-06
TXN-000228,CUST-00038,PROD-009,2,500.0,2026-06-21
TXN-000229,CUST-00039,PROD-011,1,450.0,2025-08-07
TXN-000230,CUST-00039,PROD-001,1,49.0,2025-08-09
TXN-000231,CUST-00039,PROD-022,3,3420.0,2026-02-28
TXN-000232,CUST-00039,PROD-009,3,712.5,2026-04-06
TXN-000233,CUST-00039,PROD-021,2,3600.0,2026-04-09
TXN-000234,CUST-00040,PROD-001,1,49.0,2024-07-04
TXN-000235,CUST-00040,PROD-003,1,1200.0,2024-11-10
TXN-000236,CUST-00040,PROD-002,1,149.0,2025-02-18
TXN-000237,CUST-00040,PROD-020,1,650.0,2025-05-05
TXN-000238,CUST-00040,PROD-001,1,49.0,2026-02-10
TXN-000239,CUST-00040,PROD-008,1,350.0,2026-05-01
TXN-000240,CUST-00040,PROD-012,2,360.0,2026-07-13
TXN-000241,CUST-00041,PROD-003,5,5700.0,2025-01-27
TXN-000242,CUST-00041,PROD-016,1,3500.0,2025-02-06
TXN-000243,CUST-00041,PROD-019,2,1900.0,2025-06-26
TXN-000244,CUST-00041,PROD-004,2,9600.0,2025-07-02
TXN-000245,CUST-00041,PROD-004,5,22800.0,2025-08-12
TXN-000246,CUST-00041,PROD-028,1,1100.0,2025-10-03
TXN-000247,CUST-00041,PROD-011,2,900.0,2025-11-09
TXN-000248,CUST-00041,PROD-028,1,1100.0,2026-01-25
TXN-000249,CUST-00041,PROD-003,1,1200.0,2026-02-03
TXN-000250,CUST-00041,PROD-003,1,1200.0,2026-03-18
TXN-000251,CUST-00041,PROD-017,1,8000.0,2026-05-28
TXN-000252,CUST-00041,PROD-002,2,298.0,2026-07-17
TXN-000253,CUST-00042,PROD-021,3,5130.0,2023-09-24
TXN-000254,CUST-00042,PROD-011,2,900.0,2023-12-14
TXN-000255,CUST-00042,PROD-020,1,650.0,2024-02-23
TXN-000256,CUST-00042,PROD-023,1,300.0,2025-11-14
TXN-000257,CUST-00042,PROD-022,1,1200.0,2026-05-13
TXN-000258,CUST-00043,PROD-018,1,5000.0,2023-11-18
TXN-000259,CUST-00043,PROD-021,1,1800.0,2023-11-20
TXN-000260,CUST-00043,PROD-013,1,2500.0,2023-12-09
TXN-000261,CUST-00043,PROD-003,1,1200.0,2023-12-27
TXN-000262,CUST-00043,PROD-008,1,350.0,2024-06-23
TXN-000263,CUST-00043,PROD-014,5,28500.0,2024-12-06
TXN-000264,CUST-00043,PROD-002,1,149.0,2025-01-21
TXN-000265,CUST-00043,PROD-017,1,8000.0,2025-02-09
TXN-000266,CUST-00043,PROD-003,1,1200.0,2025-10-17
TXN-000267,CUST-00043,PROD-014,1,6000.0,2025-10-22
TXN-000268,CUST-00043,PROD-014,1,6000.0,2026-01-11
TXN-000269,CUST-00043,PROD-018,1,5000.0,2026-01-18
TXN-000270,CUST-00043,PROD-003,2,2400.0,2026-06-06
TXN-000271,CUST-00043,PROD-013,5,11875.0,2026-06-30
TXN-000272,CUST-00044,PROD-029,2,3200.0,2024-10-28
TXN-000273,CUST-00045,PROD-006,2,598.0,2024-12-31
TXN-000274,CUST-00045,PROD-002,1,149.0,2025-02-16
TXN-000275,CUST-00045,PROD-006,1,299.0,2025-06-02
TXN-000276,CUST-00045,PROD-006,1,299.0,2025-07-25
TXN-000277,CUST-00045,PROD-011,1,450.0,2026-02-09
TXN-000278,CUST-00045,PROD-019,2,1900.0,2026-02-10
TXN-000279,CUST-00045,PROD-022,3,3420.0,2026-05-27
TXN-000280,CUST-00046,PROD-028,1,1100.0,2026-03-04
TXN-000281,CUST-00046,PROD-021,1,1800.0,2026-03-15
TXN-000282,CUST-00046,PROD-023,1,300.0,2026-05-06
TXN-000283,CUST-00046,PROD-023,1,300.0,2026-06-04
TXN-000284,CUST-00047,PROD-022,1,1200.0,2023-03-13
TXN-000285,CUST-00047,PROD-003,2,2400.0,2023-12-15
TXN-000286,CUST-00047,PROD-019,2,1900.0,2024-02-07
TXN-000287,CUST-00048,PROD-007,2,798.0,2026-01-04
TXN-000288,CUST-00048,PROD-011,1,450.0,2026-01-11
TXN-000289,CUST-00048,PROD-021,1,1800.0,2026-04-17
TXN-000290,CUST-00048,PROD-001,3,139.65,2026-06-27
TXN-000291,CUST-00049,PROD-006,1,299.0,2026-05-15
TXN-000292,CUST-00049,PROD-028,1,1100.0,2026-07-08
TXN-000293,CUST-00050,PROD-003,2,2400.0,2023-12-27
TXN-000294,CUST-00050,PROD-005,1,12500.0,2024-02-23
TXN-000295,CUST-00050,PROD-006,3,852.15,2024-03-02
TXN-000296,CUST-00050,PROD-017,1,8000.0,2024-03-27
TXN-000297,CUST-00050,PROD-016,1,3500.0,2024-04-05
TXN-000298,CUST-00050,PROD-012,3,513.0,2024-04-09
TXN-000299,CUST-00050,PROD-015,5,21375.0,2024-11-16
TXN-000300,CUST-00050,PROD-003,1,1200.0,2025-03-12
TXN-000301,CUST-00050,PROD-028,2,2200.0,2025-04-01
TXN-000302,CUST-00050,PROD-017,2,16000.0,2025-04-10
TXN-000303,CUST-00050,PROD-002,1,149.0,2025-08-07
TXN-000304,CUST-00050,PROD-007,1,399.0,2025-08-13
TXN-000305,CUST-00050,PROD-005,2,25000.0,2025-09-30
TXN-000306,CUST-00051,PROD-009,2,500.0,2024-05-05
TXN-000307,CUST-00051,PROD-001,1,49.0,2024-11-10
TXN-000308,CUST-00052,PROD-011,1,450.0,2024-12-05
TXN-000309,CUST-00052,PROD-020,1,650.0,2024-12-16
TXN-000310,CUST-00052,PROD-010,1,199.0,2025-05-31
TXN-000311,CUST-00052,PROD-012,1,180.0,2025-08-10
TXN-000312,CUST-00053,PROD-023,1,300.0,2025-03-15
TXN-000313,CUST-00053,PROD-029,1,1600.0,2025-08-05
TXN-000314,CUST-00054,PROD-008,3,997.5,2024-06-09
TXN-000315,CUST-00054,PROD-023,2,600.0,2024-09-01
TXN-000316,CUST-00055,PROD-023,1,300.0,2025-11-16
TXN-000317,CUST-00055,PROD-007,1,399.0,2026-03-10
TXN-000318,CUST-00055,PROD-019,2,1900.0,2026-04-08
TXN-000319,CUST-00055,PROD-009,2,500.0,2026-04-16
TXN-000320,CUST-00055,PROD-007,2,798.0,2026-05-06
TXN-000321,CUST-00056,PROD-002,1,149.0,2024-03-13
TXN-000322,CUST-00056,PROD-020,3,1852.5,2025-08-22
TXN-000323,CUST-00057,PROD-005,2,25000.0,2023-02-21
TXN-000324,CUST-00057,PROD-011,2,900.0,2023-04-05
TXN-000325,CUST-00057,PROD-018,10,47500.0,2023-04-29
TXN-000326,CUST-00057,PROD-018,1,5000.0,2023-06-30
TXN-000327,CUST-00057,PROD-017,2,16000.0,2023-09-17
TXN-000328,CUST-00057,PROD-010,1,199.0,2024-06-01
TXN-000329,CUST-00057,PROD-020,1,650.0,2024-07-29
TXN-000330,CUST-00057,PROD-018,1,5000.0,2025-04-05
TXN-000331,CUST-00057,PROD-028,1,1100.0,2025-09-19
TXN-000332,CUST-00057,PROD-005,1,12500.0,2025-09-25
TXN-000333,CUST-00057,PROD-023,1,300.0,2025-11-07
TXN-000334,CUST-00057,PROD-008,1,350.0,2025-11-23
TXN-000335,CUST-00057,PROD-009,1,250.0,2026-01-07
TXN-000336,CUST-00057,PROD-013,1,2500.0,2026-05-29
TXN-000337,CUST-00058,PROD-015,1,4500.0,2025-04-16
TXN-000338,CUST-00058,PROD-017,5,38000.0,2025-05-11
TXN-000339,CUST-00058,PROD-003,5,5700.0,2025-05-21
TXN-000340,CUST-00058,PROD-005,2,25000.0,2025-05-29
TXN-000341,CUST-00058,PROD-014,5,28500.0,2025-06-01
TXN-000342,CUST-00058,PROD-003,2,2400.0,2025-06-19
TXN-000343,CUST-00058,PROD-013,1,2500.0,2025-07-17
TXN-000344,CUST-00058,PROD-018,1,5000.0,2025-08-14
TXN-000345,CUST-00058,PROD-021,1,1800.0,2025-10-28
TXN-000346,CUST-00058,PROD-016,5,16625.0,2025-12-03
TXN-000347,CUST-00058,PROD-013,5,11875.0,2025-12-05
TXN-000348,CUST-00058,PROD-018,5,23750.0,2025-12-31
TXN-000349,CUST-00058,PROD-014,2,12000.0,2026-01-22
TXN-000350,CUST-00058,PROD-021,1,1800.0,2026-02-16
TXN-000351,CUST-00058,PROD-014,5,28500.0,2026-03-28
TXN-000352,CUST-00058,PROD-018,5,23750.0,2026-04-14
TXN-000353,CUST-00058,PROD-014,2,12000.0,2026-06-11
TXN-000354,CUST-00058,PROD-014,1,6000.0,2026-07-20
TXN-000355,CUST-00058,PROD-005,2,25000.0,2026-07-21
TXN-000356,CUST-00059,PROD-017,1,8000.0,2023-07-14
TXN-000357,CUST-00059,PROD-013,1,2500.0,2023-07-21
TXN-000358,CUST-00059,PROD-010,1,199.0,2023-09-09
TXN-000359,CUST-00059,PROD-019,1,950.0,2023-11-03
TXN-000360,CUST-00059,PROD-021,1,1800.0,2024-07-06
TXN-000361,CUST-00059,PROD-015,2,9000.0,2024-09-17
TXN-000362,CUST-00059,PROD-005,1,12500.0,2024-11-28
TXN-000363,CUST-00059,PROD-013,1,2500.0,2025-01-16
TXN-000364,CUST-00059,PROD-004,1,4800.0,2025-02-14
TXN-000365,CUST-00059,PROD-018,2,10000.0,2025-05-21
TXN-000366,CUST-00059,PROD-022,1,1200.0,2025-06-05
TXN-000367,CUST-00059,PROD-023,2,600.0,2025-12-24
TXN-000368,CUST-00059,PROD-016,1,3500.0,2026-03-20
TXN-000369,CUST-00059,PROD-008,1,350.0,2026-05-31
TXN-000370,CUST-00060,PROD-007,1,399.0,2026-01-23
TXN-000371,CUST-00060,PROD-028,2,2200.0,2026-02-10
TXN-000372,CUST-00060,PROD-010,3,567.15,2026-05-09
TXN-000373,CUST-00061,PROD-019,1,950.0,2025-04-29
TXN-000374,CUST-00061,PROD-010,1,199.0,2025-06-23
TXN-000375,CUST-00061,PROD-010,1,199.0,2025-07-02
TXN-000376,CUST-00061,PROD-012,3,513.0,2025-07-21
TXN-000377,CUST-00061,PROD-001,1,49.0,2025-12-02
TXN-000378,CUST-00061,PROD-021,3,5130.0,2026-03-06
TXN-000379,CUST-00061,PROD-008,2,700.0,2026-04-29
TXN-000380,CUST-00062,PROD-002,1,149.0,2023-02-20
TXN-000381,CUST-00062,PROD-006,1,299.0,2024-07-20
TXN-000382,CUST-00062,PROD-022,2,2400.0,2024-10-05
TXN-000383,CUST-00062,PROD-022,1,1200.0,2024-12-07
TXN-000384,CUST-00062,PROD-009,3,712.5,2025-08-06
TXN-000385,CUST-00063,PROD-010,2,398.0,2025-12-19
TXN-000386,CUST-00063,PROD-011,1,450.0,2026-01-15
TXN-000387,CUST-00063,PROD-002,1,149.0,2026-02-26
TXN-000388,CUST-00064,PROD-006,1,299.0,2023-05-04
TXN-000389,CUST-00064,PROD-011,1,450.0,2024-01-13
TXN-000390,CUST-00064,PROD-007,1,399.0,2025-12-28
TXN-000391,CUST-00064,PROD-003,3,3420.0,2025-12-29
TXN-000392,CUST-00065,PROD-020,1,650.0,2023-08-04
TXN-000393,CUST-00065,PROD-021,1,1800.0,2024-01-02
TXN-000394,CUST-00065,PROD-009,1,250.0,2024-07-07
TXN-000395,CUST-00065,PROD-011,2,900.0,2024-08-25
TXN-000396,CUST-00065,PROD-019,2,1900.0,2024-08-28
TXN-000397,CUST-00065,PROD-008,2,700.0,2025-12-05
TXN-000398,CUST-00065,PROD-022,1,1200.0,2026-03-18
TXN-000399,CUST-00065,PROD-009,1,250.0,2026-07-06
TXN-000400,CUST-00066,PROD-021,1,1800.0,2026-06-05
TXN-000401,CUST-00066,PROD-008,3,997.5,2026-07-13
TXN-000402,CUST-00067,PROD-018,1,5000.0,2025-03-03
TXN-000403,CUST-00067,PROD-018,10,47500.0,2025-04-21
TXN-000404,CUST-00067,PROD-016,10,33250.0,2025-09-24
TXN-000405,CUST-00067,PROD-008,1,350.0,2025-11-17
TXN-000406,CUST-00067,PROD-009,1,250.0,2025-12-29
TXN-000407,CUST-00067,PROD-013,1,2500.0,2026-01-21
TXN-000408,CUST-00067,PROD-015,1,4500.0,2026-03-24
TXN-000409,CUST-00067,PROD-023,1,300.0,2026-07-11
TXN-000410,CUST-00068,PROD-002,1,149.0,2025-10-17
TXN-000411,CUST-00068,PROD-012,3,513.0,2025-10-21
TXN-000412,CUST-00068,PROD-011,3,1282.5,2025-10-25
TXN-000413,CUST-00068,PROD-011,1,450.0,2025-11-09
TXN-000414,CUST-00069,PROD-015,1,4500.0,2023-04-09
TXN-000415,CUST-00069,PROD-015,1,4500.0,2023-06-21
